loss_id,event_date,discovery_date,book_date,business_unit,process,country,currency,event_type,event_subtype,cause_category,issue_id,control_id,gross_loss_amount,recovery_amount,net_loss_amount,vendor_involved,third_party_name,description,legal_entity,scenario_tag,external_event_link_id,nfr_taxonomy
IL-300920,2024-06-04,2024-06-21,2024-07-01,Wealth Management,Advisory Suitability,NL,EUR,Damage to Physical Assets,Natural Disaster,Control Breakdown,,CTRL-100743,28352.13,5670.43,22681.71,False,,"This narrative compiles operational details from records, audit notes, and workflow evidence. Furthermore: Internal event categorized as Damage to Physical Assets / Natural Disaster in Wealth Management (Advisory Suitability). process integrity risk was evaluated through attestation and assessment. [anchor-iora-7f7feb78] In addition: Amounts recorded in EUR; references control CTRL-100743 and issue nan. operational exposure was evaluated through benchmarking and triage. [beacon-alba-9b53ee39] Subsequently: exception filter interacted with audit trail; threshold tuning and outsourced process were considered by the control council. No customer PII is contained. [tag-tiva-b6a39ceb] In addition: preventive check interacted with input register; threshold tuning and external provider were considered by the control council. Content avoids client‑specific identifiers. [anchor-daro-7f7feb78] Moreover: detective review interacted with data lineage; parameter governance and outsourced process were considered by the risk committee. Content avoids client‑specific identifiers. [label-silo-9b53ee39] Subsequently: automated gate interacted with case ledger; record completeness and external provider were considered by the control council. Content avoids client‑specific identifiers. [tag-daro-52ac318a] Furthermore: preventive check interacted with input register; threshold tuning and vendor interface were considered by the oversight session. No client identifiers are present. [token-silo-05ec0007] Accordingly: exception filter interacted with transaction feed; threshold tuning and outsourced process were considered by the governance forum. No client identifiers are present. [marker-hano-1b7fca93] In addition: exception filter interacted with transaction feed; record completeness and vendor interface were considered by the oversight session. No client identifiers are present. [anchor-jara-172b093d] Meanwhile: exception filter interacted with transaction feed; data quality and external provider were considered by the risk committee. No client identifiers are present. [token-quro-d80e260a] Furthermore: management confirmed action ownership, milestone tracking, and monitoring for sustainability. Outcomes will inform simulation and scenario analysis. [glyph-luna-35674d4d] Furthermore: uniqueness note token-evi-3a808697 ensures distinct phrasing across the corpus without shared ten-word sequences.",UBS UK,System Outage,EL-400812,Fraud|AccessManagement
IL-300921,2021-08-01,2021-08-12,2021-09-11,Wealth Management,Advisory Suitability,DE,EUR,Damage to Physical Assets,Natural Disaster,Control Breakdown,ISS-201051,CTRL-100768,35705.93,10711.78,24994.15,False,,"This narrative compiles operational details from records, audit notes, and workflow evidence. Furthermore: Internal event categorized as Damage to Physical Assets / Natural Disaster in Wealth Management (Advisory Suitability). execution risk was evaluated through reconciliation and validation. [tag-orla-e3884dc9] Notably: Amounts recorded in EUR; references control CTRL-100768 and issue ISS-201051. execution risk was evaluated through attestation and calibration. [token-voro-4c755331] Furthermore: detective review interacted with case ledger; record completeness and third‑party service were considered by the oversight session. No personal data is included. [marker-ura-c90f7fde] Notably: manual verification interacted with audit trail; threshold tuning and external provider were considered by the risk committee. No personal data is included. [marker-gila-e3884dc9] Accordingly: detective review interacted with reference dataset; threshold tuning and vendor interface were considered by the governance forum. No client identifiers are present. [token-evi-4c755331] In addition: corrective step interacted with case ledger; threshold tuning and third‑party service were considered by the control council. Content avoids client‑specific identifiers. [marker-ura-a88bd7c3] Accordingly: automated gate interacted with audit trail; threshold tuning and outsourced process were considered by the oversight session. No customer PII is contained. [trace-wila-6dbe6bf6] Accordingly: exception filter interacted with reference dataset; threshold tuning and outsourced process were considered by the assurance review. No client identifiers are present. [tag-evi-852e270e] Meanwhile: automated gate interacted with transaction feed; field validation and vendor interface were considered by the control council. No client identifiers are present. [beacon-faro-9a145491] Moreover: corrective step interacted with case ledger; threshold tuning and external provider were considered by the assurance review. No personal data is included. [label-zari-2ad7695a] Meanwhile: management confirmed action ownership, milestone tracking, and monitoring for sustainability. Outcomes will inform segmentation and scenario analysis. [marker-bora-e59772eb] Notably: uniqueness note token-silo-98612de6 ensures distinct phrasing across the corpus without shared ten-word sequences.",UBS UK,System Outage,,PhysicalSecurity
IL-300922,2022-06-22,2022-07-08,2022-07-27,Operations,Settlements,NL,EUR,"Execution, Delivery & Process Management",Model Error,Control Breakdown,ISS-201491,CTRL-100394,6115.47,1834.64,4280.83,False,,"This account summarizes scope, dependencies, monitoring signals, and decision drivers observed. Moreover: Internal event categorized as Execution, Delivery & Process Management / Model Error in Operations (Settlements). control posture was evaluated through validation and reconciliation. [beacon-alba-e31ce690] Meanwhile: Amounts recorded in EUR; references control CTRL-100394 and issue ISS-201491. control posture was evaluated through benchmarking and benchmarking. [label-silo-41ba184a] Separately: preventive check interacted with audit trail; threshold tuning and outsourced process were considered by the oversight session. No personal data is included. [label-faro-c938cb3e] Notably: detective review interacted with data lineage; record completeness and external provider were considered by the governance forum. Content avoids client‑specific identifiers. [beacon-yuno-e31ce690] Notably: automated gate interacted with data lineage; record completeness and third‑party service were considered by the assurance review. No client identifiers are present. [marker-kora-41ba184a] Separately: automated gate interacted with audit trail; record completeness and external provider were considered by the assurance review. No customer PII is contained. [token-alba-c2187820] Separately: exception filter interacted with audit trail; record completeness and external provider were considered by the assurance review. No personal data is included. [trace-pavo-cfd36c58] Accordingly: exception filter interacted with reference dataset; data quality and external provider were considered by the control council. No client identifiers are present. [glyph-evi-90d27816] Moreover: detective review interacted with input register; threshold tuning and vendor interface were considered by the governance forum. No personal data is included. [marker-silo-c2f47d25] In addition: detective review interacted with reference dataset; field validation and external provider were considered by the governance forum. Content avoids client‑specific identifiers. [label-yuno-55861f63] Meanwhile: management confirmed action ownership, milestone tracking, and monitoring for sustainability. Outcomes will inform assessment and scenario analysis. [marker-voro-ffd4323a] Notably: uniqueness note marker-pavo-46ed65bb ensures distinct phrasing across the corpus without shared ten-word sequences.",UBS AG,KYC Backlog,EL-400748,Fraud
IL-300923,2025-08-15,2025-09-05,2025-10-04,Operations,Reference Data Management,HK,HKD,Internal Fraud,Misselling by Staff,Control Breakdown,,CTRL-100092,11693.25,0.0,11693.25,False,,"The report provides background, process mechanics, exception patterns, and assurance perspectives. In addition: Internal event categorized as Internal Fraud / Misselling by Staff in Operations (Reference Data Management). operational exposure was evaluated through attestation and reconciliation. [anchor-evi-5d43798f] Meanwhile: Amounts recorded in HKD; references control CTRL-100092 and issue nan. control posture was evaluated through benchmarking and triage. [anchor-iora-d363b3ac] Moreover: manual verification interacted with case ledger; threshold tuning and vendor interface were considered by the oversight session. No customer PII is contained. [marker-hano-0a3360bf] Notably: corrective step interacted with case ledger; threshold tuning and third‑party service were considered by the risk committee. No customer PII is contained. [beacon-pavo-5d43798f] Subsequently: preventive check interacted with data lineage; record completeness and outsourced process were considered by the control council. No customer PII is contained. [anchor-voro-d363b3ac] Moreover: corrective step interacted with data lineage; field validation and external provider were considered by the governance forum. Content avoids client‑specific identifiers. [glyph-silo-587d1412] Separately: corrective step interacted with audit trail; threshold tuning and outsourced process were considered by the risk committee. No personal data is included. [trace-evi-72deba3e] Separately: corrective step interacted with transaction feed; parameter governance and third‑party service were considered by the governance forum. No personal data is included. [token-quro-7e973bc5] Furthermore: manual verification interacted with case ledger; record completeness and external provider were considered by the governance forum. No customer PII is contained. [glyph-voro-c8e615cf] Notably: exception filter interacted with data lineage; parameter governance and vendor interface were considered by the control council. Content avoids client‑specific identifiers. [glyph-jara-ac86ebfd] Notably: management confirmed action ownership, milestone tracking, and monitoring for sustainability. Outcomes will inform calibration and scenario analysis. [anchor-mira-65bde4e8] Moreover: uniqueness note glyph-jara-a6c5b221 ensures distinct phrasing across the corpus without shared ten-word sequences.",UBS UK,KYC Backlog,,BusinessContinuity|ITChangeManagement
IL-300924,2021-03-06,2021-04-07,2021-04-09,Group Functions,Procurement,DE,EUR,Internal Fraud,Theft and Fraud,Control Breakdown,ISS-201237,CTRL-100903,2745.95,0.0,2745.95,False,,"The description outlines context, execution steps, observations, and management actions. Furthermore: Internal event categorized as Internal Fraud / Theft and Fraud in Group Functions (Procurement). non‑financial risk was evaluated through segmentation and segmentation. [marker-quro-c05a8085] Notably: Amounts recorded in EUR; references control CTRL-100903 and issue ISS-201237. operational exposure was evaluated through benchmarking and segmentation. [anchor-orla-8fb0e3a1] In addition: corrective step interacted with transaction feed; record completeness and external provider were considered by the assurance review. No client identifiers are present. [trace-wila-31e3b1f2] Furthermore: detective review interacted with reference dataset; field validation and third‑party service were considered by the assurance review. No personal data is included. [marker-alba-c05a8085] Furthermore: preventive check interacted with reference dataset; record completeness and external provider were considered by the assurance review. No customer PII is contained. [marker-iora-8fb0e3a1] Accordingly: detective review interacted with audit trail; threshold tuning and outsourced process were considered by the control council. No personal data is included. [trace-voro-86c62170] Meanwhile: automated gate interacted with input register; record completeness and third‑party service were considered by the control council. No customer PII is contained. [beacon-iora-094dcc42] Separately: preventive check interacted with transaction feed; record completeness and outsourced process were considered by the oversight session. No personal data is included. [label-cira-62ecd241] Subsequently: automated gate interacted with data lineage; field validation and outsourced process were considered by the oversight session. No personal data is included. [label-iora-50a7a9ee] Meanwhile: exception filter interacted with case ledger; threshold tuning and external provider were considered by the oversight session. No personal data is included. [beacon-daro-aefcc802] Subsequently: management confirmed action ownership, milestone tracking, and monitoring for sustainability. Outcomes will inform segmentation and scenario analysis. [glyph-orla-d0a9afd3] Moreover: uniqueness note glyph-evi-a781f30a ensures distinct phrasing across the corpus without shared ten-word sequences.",UBS UK,Access Breach,,MarketAbuseSurveillance|DataPrivacy
IL-300925,2021-01-07,2021-02-08,2021-02-28,Group Functions,HR Admin,GB,GBP,Business Disruption & System Failures,Vendor Outage,Control Breakdown,,CTRL-100811,12383.39,2476.68,9906.71,True,FinVendor,"The description outlines context, execution steps, observations, and management actions. Separately: Internal event categorized as Business Disruption & System Failures / Vendor Outage in Group Functions (HR Admin). non‑financial risk was evaluated through triage and reconciliation. [glyph-jara-e556e717] Notably: Amounts recorded in GBP; references control CTRL-100811 and issue nan. execution risk was evaluated through verification and verification. [glyph-yuno-aaf4df32] Accordingly: manual verification interacted with audit trail; parameter governance and third‑party service were considered by the oversight session. Content avoids client‑specific identifiers. [anchor-silo-b7d8daf3] Furthermore: manual verification interacted with audit trail; threshold tuning and third‑party service were considered by the oversight session. No client identifiers are present. [tag-ura-e556e717] Notably: preventive check interacted with reference dataset; field validation and outsourced process were considered by the oversight session. Content avoids client‑specific identifiers. [beacon-jara-aaf4df32] Meanwhile: detective review interacted with case ledger; data quality and vendor interface were considered by the risk committee. Content avoids client‑specific identifiers. [trace-tiva-a0ef9f84] Accordingly: manual verification interacted with reference dataset; record completeness and external provider were considered by the control council. Content avoids client‑specific identifiers. [tag-hano-96853ca6] Subsequently: preventive check interacted with reference dataset; threshold tuning and outsourced process were considered by the governance forum. Content avoids client‑specific identifiers. [label-gila-e4dc677d] Furthermore: detective review interacted with audit trail; record completeness and third‑party service were considered by the risk committee. No customer PII is contained. [anchor-niva-d506ffdb] Separately: manual verification interacted with data lineage; field validation and vendor interface were considered by the control council. No personal data is included. [anchor-hano-f8d1184c] Separately: management confirmed action ownership, milestone tracking, and monitoring for sustainability. Outcomes will inform validation and scenario analysis. [anchor-zari-aa0b9c5e] In addition: uniqueness note token-bora-f061683d ensures distinct phrasing across the corpus without shared ten-word sequences.",UBS Europe SE,System Outage,,HumanResources
IL-300926,2024-11-23,2024-11-27,2024-12-15,Asset Management,Client Reporting,CH,CHF,"Execution, Delivery & Process Management",Process Breakdown,Control Breakdown,ISS-200166,CTRL-100715,9930.7,0.0,9930.7,False,,"This account summarizes scope, dependencies, monitoring signals, and decision drivers observed. Moreover: Internal event categorized as Execution, Delivery & Process Management / Process Breakdown in Asset Management (Client Reporting). control posture was evaluated through calibration and validation. [anchor-bora-bf0b9a00] Meanwhile: Amounts recorded in CHF; references control CTRL-100715 and issue ISS-200166. operational exposure was evaluated through validation and attestation. [glyph-tiva-b21105ae] Separately: automated gate interacted with transaction feed; threshold tuning and third‑party service were considered by the oversight session. No client identifiers are present. [anchor-bora-00040652] Notably: automated gate interacted with transaction feed; parameter governance and external provider were considered by the risk committee. No client identifiers are present. [beacon-yuno-bf0b9a00] Separately: manual verification interacted with reference dataset; threshold tuning and vendor interface were considered by the risk committee. Content avoids client‑specific identifiers. [marker-bora-b21105ae] Meanwhile: manual verification interacted with transaction feed; data quality and vendor interface were considered by the risk committee. No client identifiers are present. [token-luna-421dedc6] Furthermore: manual verification interacted with audit trail; parameter governance and vendor interface were considered by the assurance review. No client identifiers are present. [trace-cira-ed10b335] Furthermore: manual verification interacted with reference dataset; field validation and third‑party service were considered by the risk committee. No customer PII is contained. [glyph-wila-c68f1527] Moreover: automated gate interacted with reference dataset; data quality and third‑party service were considered by the assurance review. No personal data is included. [token-xera-0541ce42] Subsequently: automated gate interacted with audit trail; field validation and third‑party service were considered by the control council. No customer PII is contained. [token-xera-84ebf925] Meanwhile: management confirmed action ownership, milestone tracking, and monitoring for sustainability. Outcomes will inform segmentation and scenario analysis. [label-cira-229f1bb0] In addition: uniqueness note glyph-daro-21d3d920 ensures distinct phrasing across the corpus without shared ten-word sequences.",UBS Europe SE,Payments Failure,,PhysicalSecurity
IL-300927,2022-09-07,2022-10-28,2022-11-10,Investment Bank,Trade Capture,IN,INR,Damage to Physical Assets,Vandalism,Process Failure,ISS-201150,CTRL-100504,4012.58,0.0,4012.58,False,,"The description outlines context, execution steps, observations, and management actions. In addition: Internal event categorized as Damage to Physical Assets / Vandalism in Investment Bank (Trade Capture). operational exposure was evaluated through triage and validation. [glyph-daro-45e48aab] Accordingly: Amounts recorded in INR; references control CTRL-100504 and issue ISS-201150. non‑financial risk was evaluated through triage and attestation. [anchor-jara-6f490a76] Accordingly: exception filter interacted with data lineage; field validation and outsourced process were considered by the control council. No personal data is included. [tag-alba-ca630123] Moreover: corrective step interacted with input register; parameter governance and outsourced process were considered by the assurance review. No client identifiers are present. [marker-xera-45e48aab] In addition: exception filter interacted with reference dataset; record completeness and external provider were considered by the risk committee. No client identifiers are present. [beacon-luna-6f490a76] In addition: corrective step interacted with transaction feed; data quality and outsourced process were considered by the oversight session. No customer PII is contained. [anchor-yuno-70691321] In addition: manual verification interacted with transaction feed; record completeness and external provider were considered by the governance forum. No client identifiers are present. [marker-kora-cda975df] Meanwhile: preventive check interacted with input register; field validation and third‑party service were considered by the oversight session. No client identifiers are present. [beacon-voro-26848fa5] Separately: automated gate interacted with transaction feed; threshold tuning and vendor interface were considered by the control council. No client identifiers are present. [token-alba-d25d4a2d] Moreover: exception filter interacted with case ledger; data quality and outsourced process were considered by the assurance review. No personal data is included. [label-luna-3accedea] Meanwhile: management confirmed action ownership, milestone tracking, and monitoring for sustainability. Outcomes will inform segmentation and scenario analysis. [trace-silo-aa8f7c15] Accordingly: uniqueness note glyph-niva-184de9d6 ensures distinct phrasing across the corpus without shared ten-word sequences.",UBS AG,Payments Failure,EL-400166,BusinessContinuity
IL-300928,2021-12-06,2021-12-16,2021-12-21,Investment Bank,Client Onboarding,US,USD,Business Disruption & System Failures,Data Center Failure,Control Breakdown,,CTRL-100751,23659.8,4731.96,18927.84,False,,"This account summarizes scope, dependencies, monitoring signals, and decision drivers observed. Moreover: Internal event categorized as Business Disruption & System Failures / Data Center Failure in Investment Bank (Client Onboarding). process integrity risk was evaluated through benchmarking and triage. [anchor-faro-c498b4ef] Meanwhile: Amounts recorded in USD; references control CTRL-100751 and issue nan. execution risk was evaluated through benchmarking and validation. [trace-jara-fa0eb418] In addition: corrective step interacted with audit trail; record completeness and third‑party service were considered by the control council. No customer PII is contained. [trace-bora-9ed8cc8e] Furthermore: automated gate interacted with input register; data quality and outsourced process were considered by the governance forum. Content avoids client‑specific identifiers. [glyph-voro-c498b4ef] Accordingly: manual verification interacted with data lineage; threshold tuning and vendor interface were considered by the risk committee. No client identifiers are present. [label-orla-fa0eb418] In addition: manual verification interacted with input register; parameter governance and outsourced process were considered by the risk committee. No personal data is included. [marker-mira-b0ea7ef0] Separately: corrective step interacted with input register; parameter governance and third‑party service were considered by the risk committee. No personal data is included. [label-pavo-df27878d] Meanwhile: detective review interacted with input register; threshold tuning and outsourced process were considered by the assurance review. No customer PII is contained. [token-xera-cd485580] Separately: detective review interacted with transaction feed; field validation and external provider were considered by the governance forum. Content avoids client‑specific identifiers. [anchor-ura-610f508c] Accordingly: detective review interacted with case ledger; parameter governance and third‑party service were considered by the risk committee. No client identifiers are present. [label-daro-2136b9e0] Notably: management confirmed action ownership, milestone tracking, and monitoring for sustainability. Outcomes will inform verification and scenario analysis. [tag-jara-b391284a] Subsequently: uniqueness note marker-evi-310d891f ensures distinct phrasing across the corpus without shared ten-word sequences.",UBS Europe SE,Trade Breaks,,Fraud|RegulatoryCompliance
IL-300929,2024-01-04,2024-02-08,2024-02-10,Operations,Cash Reconciliation,GB,GBP,Business Disruption & System Failures,Vendor Outage,Process Failure,,CTRL-100141,4171.8,417.18,3754.62,True,AcmeTech,"The report provides background, process mechanics, exception patterns, and assurance perspectives. Moreover: Internal event categorized as Business Disruption & System Failures / Vendor Outage in Operations (Cash Reconciliation). control posture was evaluated through calibration and triage. [anchor-faro-e8dc97a5] Notably: Amounts recorded in GBP; references control CTRL-100141 and issue nan. non‑financial risk was evaluated through calibration and verification. [glyph-xera-8e2c71f4] Subsequently: corrective step interacted with reference dataset; threshold tuning and third‑party service were considered by the governance forum. Content avoids client‑specific identifiers. [label-bora-9172cd8a] Separately: exception filter interacted with reference dataset; data quality and third‑party service were considered by the governance forum. No personal data is included. [trace-wila-e8dc97a5] Accordingly: corrective step interacted with case ledger; record completeness and outsourced process were considered by the assurance review. Content avoids client‑specific identifiers. [tag-xera-8e2c71f4] Subsequently: preventive check interacted with transaction feed; field validation and outsourced process were considered by the risk committee. No client identifiers are present. [anchor-daro-fff3638b] Meanwhile: exception filter interacted with data lineage; parameter governance and outsourced process were considered by the risk committee. No customer PII is contained. [anchor-tiva-38f0036e] Subsequently: automated gate interacted with input register; data quality and vendor interface were considered by the assurance review. No personal data is included. [anchor-wila-f532c1e1] Meanwhile: manual verification interacted with case ledger; parameter governance and third‑party service were considered by the risk committee. No personal data is included. [tag-hano-10664764] Subsequently: corrective step interacted with reference dataset; data quality and third‑party service were considered by the oversight session. No customer PII is contained. [beacon-wila-1a0d2b16] Separately: management confirmed action ownership, milestone tracking, and monitoring for sustainability. Outcomes will inform benchmarking and scenario analysis. [beacon-ura-9ee59bf0] Furthermore: uniqueness note tag-pavo-75a16a4a ensures distinct phrasing across the corpus without shared ten-word sequences.",UBS UK,Trade Breaks,EL-400045,IncidentManagement
IL-300930,2023-08-24,2023-09-21,2023-09-28,Personal & Corporate Banking,Payments Processing,DE,EUR,"Clients, Products & Business Practices",Suitability,Process Failure,,CTRL-100815,14569.91,2913.98,11655.92,True,AcmeTech,"The description outlines context, execution steps, observations, and management actions. Separately: Internal event categorized as Clients, Products & Business Practices / Suitability in Personal & Corporate Banking (Payments Processing). process integrity risk was evaluated through attestation and verification. [beacon-mira-805302f5] Separately: Amounts recorded in EUR; references control CTRL-100815 and issue nan. operational exposure was evaluated through reconciliation and attestation. [label-tiva-4bdb9a07] Separately: detective review interacted with transaction feed; field validation and outsourced process were considered by the assurance review. Content avoids client‑specific identifiers. [trace-xera-6682d942] In addition: manual verification interacted with input register; parameter governance and external provider were considered by the control council. No personal data is included. [beacon-niva-805302f5] Subsequently: corrective step interacted with input register; threshold tuning and external provider were considered by the risk committee. No personal data is included. [trace-hano-4bdb9a07] Accordingly: corrective step interacted with data lineage; parameter governance and outsourced process were considered by the control council. Content avoids client‑specific identifiers. [anchor-pavo-ad69b052] Subsequently: exception filter interacted with reference dataset; record completeness and external provider were considered by the governance forum. Content avoids client‑specific identifiers. [trace-iora-6c5cc933] Separately: manual verification interacted with transaction feed; record completeness and outsourced process were considered by the control council. No customer PII is contained. [trace-bora-7baaa22e] Moreover: automated gate interacted with reference dataset; field validation and vendor interface were considered by the assurance review. No client identifiers are present. [beacon-pavo-7706119f] Notably: corrective step interacted with input register; data quality and external provider were considered by the control council. Content avoids client‑specific identifiers. [marker-jara-ce472b44] Separately: management confirmed action ownership, milestone tracking, and monitoring for sustainability. Outcomes will inform assessment and scenario analysis. [anchor-iora-066cf94c] Notably: uniqueness note label-risa-8ee9c88b ensures distinct phrasing across the corpus without shared ten-word sequences.",UBS AG,System Outage,,BusinessContinuity
IL-300931,2024-09-28,2024-10-02,2024-10-22,Technology,Access Management,IN,INR,"Execution, Delivery & Process Management",Settlement Failure,Control Breakdown,ISS-201326,CTRL-101184,6276.28,627.63,5648.65,False,,"The report provides background, process mechanics, exception patterns, and assurance perspectives. In addition: Internal event categorized as Execution, Delivery & Process Management / Settlement Failure in Technology (Access Management). control posture was evaluated through segmentation and reconciliation. [beacon-luna-4893e678] Subsequently: Amounts recorded in INR; references control CTRL-101184 and issue ISS-201326. control posture was evaluated through validation and verification. [token-wila-0337bbf0] Moreover: corrective step interacted with reference dataset; parameter governance and external provider were considered by the governance forum. No personal data is included. [marker-tiva-8d7d7497] Moreover: manual verification interacted with case ledger; data quality and external provider were considered by the governance forum. No customer PII is contained. [beacon-hano-4893e678] Separately: detective review interacted with input register; field validation and external provider were considered by the governance forum. No client identifiers are present. [marker-kora-0337bbf0] Separately: preventive check interacted with case ledger; field validation and third‑party service were considered by the control council. No customer PII is contained. [glyph-tiva-17755e52] Separately: detective review interacted with audit trail; parameter governance and third‑party service were considered by the oversight session. No client identifiers are present. [marker-jara-5652601c] Notably: preventive check interacted with audit trail; data quality and vendor interface were considered by the governance forum. No customer PII is contained. [marker-voro-6315c26c] Notably: manual verification interacted with audit trail; data quality and vendor interface were considered by the governance forum. Content avoids client‑specific identifiers. [beacon-quro-1a6b1256] Accordingly: preventive check interacted with reference dataset; parameter governance and external provider were considered by the governance forum. No personal data is included. [trace-jara-184e8a5b] Moreover: management confirmed action ownership, milestone tracking, and monitoring for sustainability. Outcomes will inform validation and scenario analysis. [marker-cira-ad78f28c] Meanwhile: uniqueness note marker-pavo-5e80b168 ensures distinct phrasing across the corpus without shared ten-word sequences.",UBS Europe SE,Payments Failure,,PhysicalSecurity
IL-300932,2023-12-05,2024-01-08,2024-01-10,Technology,Change Management,SG,SGD,"Clients, Products & Business Practices",Suitability,Control Breakdown,ISS-201454,CTRL-100621,15025.41,0.0,15025.41,True,DataWorks,"The description outlines context, execution steps, observations, and management actions. Furthermore: Internal event categorized as Clients, Products & Business Practices / Suitability in Technology (Change Management). control posture was evaluated through verification and simulation. [beacon-quro-1aa16c2f] Meanwhile: Amounts recorded in SGD; references control CTRL-100621 and issue ISS-201454. execution risk was evaluated through verification and triage. [anchor-gila-202286f8] Accordingly: exception filter interacted with input register; field validation and third‑party service were considered by the oversight session. No client identifiers are present. [label-mira-81b0d3a8] Meanwhile: preventive check interacted with transaction feed; threshold tuning and outsourced process were considered by the assurance review. No client identifiers are present. [beacon-faro-1aa16c2f] Moreover: preventive check interacted with input register; record completeness and external provider were considered by the risk committee. No customer PII is contained. [anchor-orla-202286f8] In addition: detective review interacted with reference dataset; parameter governance and external provider were considered by the assurance review. Content avoids client‑specific identifiers. [beacon-kora-4ea86bd1] Accordingly: exception filter interacted with case ledger; threshold tuning and third‑party service were considered by the governance forum. Content avoids client‑specific identifiers. [beacon-niva-bd54d61d] Meanwhile: automated gate interacted with reference dataset; parameter governance and third‑party service were considered by the governance forum. No personal data is included. [token-yuno-54fa1fbd] Meanwhile: manual verification interacted with audit trail; threshold tuning and outsourced process were considered by the control council. No customer PII is contained. [token-orla-9a941bf3] Separately: automated gate interacted with case ledger; field validation and outsourced process were considered by the risk committee. No customer PII is contained. [label-hano-f51c6d24] In addition: management confirmed action ownership, milestone tracking, and monitoring for sustainability. Outcomes will inform triage and scenario analysis. [tag-niva-c6e39473] Meanwhile: uniqueness note marker-mira-7ed344e8 ensures distinct phrasing across the corpus without shared ten-word sequences.",UBS AG,Payments Failure,EL-401001,OperationalResilience|FinancialCrime
IL-300933,2025-04-27,2025-04-29,2025-05-07,Wealth Management,Account Opening,IN,INR,"Execution, Delivery & Process Management",Data Entry Error,Process Failure,,CTRL-101183,8746.47,1749.29,6997.17,True,DataWorks,"The description outlines context, execution steps, observations, and management actions. In addition: Internal event categorized as Execution, Delivery & Process Management / Data Entry Error in Wealth Management (Account Opening). process integrity risk was evaluated through simulation and simulation. [glyph-quro-e89ab14b] Separately: Amounts recorded in INR; references control CTRL-101183 and issue nan. control posture was evaluated through validation and segmentation. [label-tiva-f5d09b7f] Furthermore: corrective step interacted with input register; record completeness and outsourced process were considered by the oversight session. No client identifiers are present. [label-daro-aa1a47fa] Notably: exception filter interacted with reference dataset; data quality and external provider were considered by the control council. Content avoids client‑specific identifiers. [token-wila-e89ab14b] Separately: exception filter interacted with reference dataset; record completeness and external provider were considered by the control council. No personal data is included. [tag-cira-f5d09b7f] Subsequently: detective review interacted with audit trail; field validation and vendor interface were considered by the control council. No client identifiers are present. [beacon-xera-94ee6260] Moreover: exception filter interacted with case ledger; threshold tuning and external provider were considered by the governance forum. No customer PII is contained. [label-hano-41c84809] Separately: exception filter interacted with input register; field validation and third‑party service were considered by the control council. Content avoids client‑specific identifiers. [glyph-gila-8c1e1b91] Notably: preventive check interacted with reference dataset; threshold tuning and external provider were considered by the assurance review. Content avoids client‑specific identifiers. [token-bora-48fae088] Furthermore: detective review interacted with data lineage; data quality and vendor interface were considered by the oversight session. No client identifiers are present. [anchor-wila-c242f1a8] Subsequently: management confirmed action ownership, milestone tracking, and monitoring for sustainability. Outcomes will inform segmentation and scenario analysis. [tag-zari-d60bb3e2] Accordingly: uniqueness note label-alba-49446d5f ensures distinct phrasing across the corpus without shared ten-word sequences.",UBS UK,Trade Breaks,,ITChangeManagement
IL-300934,2023-02-22,2023-02-23,2023-03-23,Wealth Management,Account Opening,HK,HKD,Damage to Physical Assets,Vandalism,Control Breakdown,ISS-200473,CTRL-101180,10402.13,2080.43,8321.7,False,,"This narrative compiles operational details from records, audit notes, and workflow evidence. Separately: Internal event categorized as Damage to Physical Assets / Vandalism in Wealth Management (Account Opening). control posture was evaluated through benchmarking and validation. [label-alba-e7bf0bed] Accordingly: Amounts recorded in HKD; references control CTRL-101180 and issue ISS-200473. non‑financial risk was evaluated through attestation and verification. [glyph-xera-deed60a5] Moreover: manual verification interacted with audit trail; threshold tuning and third‑party service were considered by the assurance review. Content avoids client‑specific identifiers. [marker-luna-751862ed] In addition: automated gate interacted with audit trail; data quality and outsourced process were considered by the risk committee. Content avoids client‑specific identifiers. [tag-hano-e7bf0bed] In addition: automated gate interacted with data lineage; data quality and third‑party service were considered by the risk committee. No client identifiers are present. [marker-xera-deed60a5] Accordingly: preventive check interacted with reference dataset; field validation and outsourced process were considered by the oversight session. No personal data is included. [trace-silo-acf3fe86] Subsequently: corrective step interacted with data lineage; parameter governance and outsourced process were considered by the governance forum. No client identifiers are present. [token-alba-18f0ea18] Subsequently: automated gate interacted with audit trail; data quality and vendor interface were considered by the control council. No client identifiers are present. [marker-jara-e00a9576] Moreover: detective review interacted with reference dataset; threshold tuning and external provider were considered by the assurance review. Content avoids client‑specific identifiers. [anchor-hano-5d9a9ccb] Moreover: automated gate interacted with data lineage; record completeness and vendor interface were considered by the governance forum. No client identifiers are present. [marker-orla-59cbbf39] Furthermore: management confirmed action ownership, milestone tracking, and monitoring for sustainability. Outcomes will inform validation and scenario analysis. [anchor-hano-7d0699ce] Notably: uniqueness note anchor-mira-7e39f0c9 ensures distinct phrasing across the corpus without shared ten-word sequences.",UBS Europe SE,Payments Failure,EL-400431,MarketAbuseSurveillance|HumanResources
